mouse_id,type,side,area_um2
1179202,cell,GLOBAL,88.4715807
1179202,cell,GLOBAL,93.57684536
1179202,cell,GLOBAL,109.4828434
1179202,cell,GLOBAL,101.0429261
1179202,cell,GLOBAL,45.88836157
1179202,cell,GLOBAL,47.9245654
1179202,cell,GLOBAL,99.00672223
1179202,cell,GLOBAL,125.0937394
1179202,cell,GLOBAL,115.5029242
1179202,cell,GLOBAL,80.562847
1179202,cell,GLOBAL,151.5053687
1179202,cell,GLOBAL,74.36570493
1179202,cell,GLOBAL,104.4956195
1179202,cell,GLOBAL,84.72378525
1179202,cell,GLOBAL,95.96717159
1179202,cell,GLOBAL,141.0292476
1179202,cell,GLOBAL,96.7344368
1179202,cell,GLOBAL,64.68635921
1179202,cell,GLOBAL,78.88076558
1179202,cell,GLOBAL,66.19137942
1179202,cell,GLOBAL,98.50504883
1179202,cell,GLOBAL,178.7432836
1179202,cell,GLOBAL,64.83391021
1179202,cell,GLOBAL,130.6121468
1179202,cell,GLOBAL,89.38639691
1179202,cell,GLOBAL,85.96321367
1179202,cell,GLOBAL,75.92974555
1179202,cell,GLOBAL,68.49317505
1179202,cell,GLOBAL,120.1360257
1179202,cell,GLOBAL,138.9340233
1179202,cell,GLOBAL,142.0325944
1179202,cell,GLOBAL,79.26439819
1179202,cell,GLOBAL,184.3502217
1179202,cell,GLOBAL,47.21632059
1179202,cell,GLOBAL,103.6398237
1179202,plaque,GLOBAL,2316.609749
1179202,plaque,GLOBAL,0.472163206
1179202,plaque,GLOBAL,0.472163206
1179202,plaque,GLOBAL,0.590204007
1179202,plaque,GLOBAL,0.82628561
1179202,plaque,GLOBAL,0.501673406
1179202,plaque,GLOBAL,0.737755009
1179202,plaque,GLOBAL,2655.740972
1179202,plaque,GLOBAL,0.501673406
1179202,plaque,GLOBAL,658.6676722
1179202,plaque,GLOBAL,780.5152895
1179202,plaque,GLOBAL,939.7523307
1179202,plaque,GLOBAL,895.3984995
1179202,plaque,GLOBAL,420.2547634
1179202,plaque,GLOBAL,961.2062464
1179202,plaque,GLOBAL,499.4896514
1179202,plaque,GLOBAL,660.113672
1179202,plaque,GLOBAL,0.501673406
1179202,plaque,GLOBAL,446.1352092
1179202,plaque,GLOBAL,433.2097414
1179202,plaque,GLOBAL,456.8769221
1179202,plaque,GLOBAL,0.442653006
1179202,plaque,GLOBAL,856.2679739
1179202,plaque,GLOBAL,1.534530419
1179202,plaque,GLOBAL,2.006693625
1179202,plaque,GLOBAL,571.8781729
1179202,plaque,GLOBAL,0.531183607
1179202,plaque,GLOBAL,0.560693807
1179202,plaque,GLOBAL,307.7913898
1179202,plaque,GLOBAL,215.4834831
1179202,plaque,GLOBAL,567.2745817
1179202,plaque,GLOBAL,587.2529873
1179202,plaque,GLOBAL,645.6536738
1179202,plaque,GLOBAL,1947.407632
1179202,plaque,GLOBAL,1218.505683
1179202,plaque,GLOBAL,579.7869066
1179202,plaque,GLOBAL,0.501673406
1179202,plaque,GLOBAL,0.472163206
1179202,plaque,GLOBAL,2836.431929
1179202,plaque,GLOBAL,1373.817868
1179202,plaque,GLOBAL,1400.67215
1179202,plaque,GLOBAL,762.6616183
1179202,plaque,GLOBAL,1320.463426
1179202,plaque,GLOBAL,1416.548638
1179202,plaque,GLOBAL,1701.499133
1179202,plaque,GLOBAL,2273.259265
1179202,plaque,GLOBAL,3539.630493
1179202,plaque,GLOBAL,1756.388105
1179202,plaque,GLOBAL,1338.199056
1179202,plaque,GLOBAL,1114.098594
1179202,plaque,GLOBAL,1717.22807
1179202,plaque,GLOBAL,1107.399779
1179202,plaque,GLOBAL,802.4413684
1179202,plaque,GLOBAL,493.4105501
1179202,plaque,GLOBAL,1835.032789
1179202,plaque,GLOBAL,603.0999649
1179202,plaque,GLOBAL,993.1953036
1179202,plaque,GLOBAL,2761.387489
1179202,plaque,GLOBAL,2532.004702
1179202,plaque,GLOBAL,3503.185396
1179202,plaque,GLOBAL,775.8526779
1179202,plaque,GLOBAL,329.6289381
1179202,plaque,GLOBAL,1115.456064
1179202,plaque,GLOBAL,2355.386153
1179202,plaque,GLOBAL,1457.184184
1179202,plaque,GLOBAL,2055.621537
1179202,plaque,GLOBAL,2719.335454
1179202,plaque,GLOBAL,1659.86024
1179202,plaque,GLOBAL,3093.465774
1179202,plaque,GLOBAL,1484.274548
1179202,plaque,GLOBAL,1273.276615
1179202,plaque,GLOBAL,825.1642227
1179202,plaque,GLOBAL,1807.588303
1179202,plaque,GLOBAL,736.7516624
1179202,plaque,GLOBAL,614.608943
1179202,plaque,GLOBAL,1195.251645
1179202,plaque,GLOBAL,1221.987887
1179202,plaque,GLOBAL,714.7075427
1179202,plaque,GLOBAL,421.7302734
1179202,plaque,GLOBAL,1717.523172
1179202,plaque,GLOBAL,929.4237606
1179202,plaque,GLOBAL,1461.699245
1179202,plaque,GLOBAL,2118.714346
1179202,plaque,GLOBAL,1708.965213
1179202,plaque,GLOBAL,615.1991471
1179202,plaque,GLOBAL,2038.594152
1179202,plaque,GLOBAL,2045.440518
1179202,plaque,GLOBAL,1328.106568
1179202,plaque,GLOBAL,1885.760824
1179202,plaque,GLOBAL,1227.919437
1179202,plaque,GLOBAL,1943.010613
1179202,plaque,GLOBAL,449.2337802
1179202,plaque,GLOBAL,2261.248613
1179202,plaque,GLOBAL,846.6181383
1179202,plaque,GLOBAL,1811.365609
1179202,plaque,GLOBAL,1484.62867
1179202,plaque,GLOBAL,1132.60149
1179202,plaque,GLOBAL,1377.270561
1179202,plaque,GLOBAL,1230.958988
1179202,cell,LEFT,57.95803352
1179202,cell,LEFT,120.3425971
1179202,cell,LEFT,129.3432082
1179202,cell,LEFT,109.6303944
1179202,cell,LEFT,93.93096777
1179202,cell,LEFT,151.8004707
1179202,cell,LEFT,121.0803521
1179202,cell,LEFT,104.4365991
1179202,cell,LEFT,159.0304698
1179202,cell,LEFT,111.1059044
1179202,cell,LEFT,130.346555
1179202,cell,LEFT,134.8025953
1179202,cell,LEFT,197.7773629
1179202,cell,LEFT,80.85794901
1179202,cell,LEFT,163.8111222
1179202,cell,LEFT,130.6711672
1179202,cell,LEFT,174.7594066
1179202,cell,LEFT,251.9580907
1179202,cell,LEFT,85.22545866
1179202,cell,LEFT,131.7335344
1179202,cell,LEFT,100.5707629
1179202,cell,LEFT,112.6109246
1179202,cell,LEFT,50.66901403
1179202,cell,LEFT,104.5546399
1179202,cell,LEFT,158.2927148
1179202,cell,LEFT,161.5093266
1179202,cell,LEFT,115.6504752
1179202,cell,LEFT,146.4886346
1179202,cell,LEFT,165.3751629
1179202,cell,LEFT,144.4524308
1179202,cell,LEFT,104.4070889
1179202,cell,LEFT,90.86190693
1179202,cell,LEFT,144.6590022
1179202,cell,LEFT,140.7636558
1179202,cell,LEFT,116.35872
1179202,cell,LEFT,192.8786696
1179202,cell,LEFT,74.04109272
1179202,cell,LEFT,119.2802299
1179202,cell,LEFT,92.18986595
1179202,cell,LEFT,84.16309145
1179202,cell,LEFT,81.12354081
1179202,cell,LEFT,78.88076558
1179202,cell,LEFT,152.1841033
1179202,cell,LEFT,183.9370789
1179202,cell,LEFT,144.0983084
1179202,cell,LEFT,117.1259853
1179202,cell,LEFT,55.9513399
1179202,cell,LEFT,183.1993239
1179202,cell,LEFT,92.86860056
1179202,cell,LEFT,62.41407378
1179202,cell,LEFT,155.6367967
1179202,cell,LEFT,127.7791676
1179202,cell,LEFT,74.66080693
1179202,cell,LEFT,138.0192071
1179202,cell,LEFT,83.04170383
1179202,cell,LEFT,178.1825898
1179202,cell,LEFT,213.2407079
1179202,cell,LEFT,140.940717
1179202,cell,LEFT,126.9233718
1179202,cell,LEFT,102.9610891
1179202,cell,LEFT,90.92092733
1179202,cell,LEFT,186.8880989
1179202,cell,LEFT,165.7292853
1179202,cell,LEFT,59.87619655
1179202,cell,LEFT,109.4533332
1179202,cell,LEFT,150.1774097
1179202,cell,LEFT,208.4600554
1179202,cell,LEFT,137.7831255
1179202,cell,LEFT,148.2592466
1179202,cell,LEFT,104.2595379
1179202,cell,LEFT,153.9842255
1179202,cell,LEFT,109.1582312
1179202,cell,LEFT,140.0259007
1179202,cell,LEFT,109.9550066
1179202,cell,LEFT,138.8750029
1179202,cell,LEFT,161.568347
1179202,cell,LEFT,105.4399459
1179202,cell,LEFT,111.5190472
1179202,cell,LEFT,164.9325099
1179202,cell,LEFT,131.379412
1179202,cell,LEFT,106.7088845
1179202,cell,LEFT,180.3958548
1179202,cell,LEFT,141.2063088
1179202,cell,LEFT,78.05447997
1179202,cell,LEFT,119.1031687
1179202,cell,LEFT,141.6194516
1179202,cell,LEFT,182.5796097
1179202,cell,LEFT,117.8047199
1179202,cell,LEFT,195.7116488
1179202,cell,LEFT,140.645615
1179202,cell,LEFT,78.76272478
1179202,cell,LEFT,119.5458217
1179202,cell,LEFT,125.9495352
1179202,cell,LEFT,61.52876777
1179202,cell,LEFT,160.240388
1179202,cell,LEFT,176.441488
1179202,cell,LEFT,109.3648026
1179202,cell,LEFT,119.3687605
1179202,cell,LEFT,103.8168849
1179202,cell,LEFT,76.13631695
1179202,cell,LEFT,153.8661847
1179202,cell,LEFT,91.21602934
1179202,cell,LEFT,94.87529418
1179202,cell,LEFT,80.88745921
1179202,cell,LEFT,135.8944727
1179202,cell,LEFT,106.7383947
1179202,cell,LEFT,170.6869989
1179202,cell,LEFT,166.9096933
1179202,cell,LEFT,178.0940592
1179202,cell,LEFT,99.59692624
1179202,cell,LEFT,129.5792898
1179202,cell,LEFT,150.9151647
1179202,cell,LEFT,163.6045508
1179202,cell,LEFT,169.6246317
1179202,cell,LEFT,112.2568022
1179202,cell,LEFT,120.9918215
1179202,cell,LEFT,77.78888817
1179202,cell,LEFT,178.3301408
1179202,cell,LEFT,259.070049
1179202,cell,LEFT,150.4134913
1179202,cell,LEFT,158.912429
1179202,cell,LEFT,171.8969171
1179202,cell,LEFT,53.29542186
1179202,cell,LEFT,54.23974828
1179202,cell,LEFT,66.36844063
1179202,cell,LEFT,186.6225071
1179202,cell,LEFT,87.29117269
1179202,cell,LEFT,126.7758208
1179202,cell,LEFT,96.4098246
1179202,cell,LEFT,63.41742059
1179202,cell,LEFT,136.9273297
1179202,cell,LEFT,92.30790675
1179202,cell,LEFT,108.0368435
1179202,cell,LEFT,99.44937524
1179202,cell,LEFT,86.34684627
1179202,cell,LEFT,100.1871302
1179202,cell,LEFT,154.1022663
1179202,cell,LEFT,151.3283075
1179202,cell,LEFT,83.36631604
1179202,cell,LEFT,88.4715807
1179202,cell,LEFT,93.57684536
1179202,cell,LEFT,109.4828434
1179202,cell,LEFT,101.0429261
1179202,cell,LEFT,45.88836157
1179202,cell,LEFT,47.9245654
1179202,cell,LEFT,99.00672223
1179202,cell,LEFT,125.0937394
1179202,cell,LEFT,85.96321367
1179202,cell,LEFT,75.92974555
1179202,cell,LEFT,68.49317505
1179202,cell,LEFT,120.1360257
1179202,cell,LEFT,138.9340233
1179202,cell,LEFT,142.0325944
1179202,cell,LEFT,103.6398237
1179202,plaque,LEFT,2316.609749
1179202,plaque,LEFT,0.472163206
1179202,plaque,LEFT,0.472163206
1179202,plaque,LEFT,0.82628561
1179202,plaque,LEFT,0.501673406
1179202,plaque,LEFT,0.501673406
1179202,plaque,LEFT,658.6676722
1179202,plaque,LEFT,780.5152895
1179202,plaque,LEFT,939.7523307
1179202,plaque,LEFT,895.3984995
1179202,plaque,LEFT,420.2547634
1179202,plaque,LEFT,961.2062464
1179202,plaque,LEFT,499.4896514
1179202,plaque,LEFT,446.1352092
1179202,plaque,LEFT,433.2097414
1179202,plaque,LEFT,456.8769221
1179202,plaque,LEFT,856.2679739
1179202,plaque,LEFT,571.8781729
1179202,plaque,LEFT,307.7913898
1179202,plaque,LEFT,215.4834831
1179202,plaque,LEFT,567.2745817
1179202,plaque,LEFT,587.2529873
1179202,plaque,LEFT,645.6536738
1179202,plaque,LEFT,0.501673406
1179202,plaque,LEFT,2836.431929
1179202,plaque,LEFT,1373.817868
1179202,plaque,LEFT,1400.67215
1179202,plaque,LEFT,762.6616183
1179202,plaque,LEFT,1320.463426
1179202,plaque,LEFT,1416.548638
1179202,plaque,LEFT,1701.499133
1179202,plaque,LEFT,2273.259265
1179202,plaque,LEFT,3539.630493
1179202,plaque,LEFT,1756.388105
1179202,plaque,LEFT,1338.199056
1179202,plaque,LEFT,1114.098594
1179202,plaque,LEFT,1717.22807
1179202,plaque,LEFT,1107.399779
1179202,plaque,LEFT,802.4413684
1179202,plaque,LEFT,493.4105501
1179202,plaque,LEFT,1835.032789
1179202,plaque,LEFT,603.0999649
1179202,plaque,LEFT,993.1953036
1179202,plaque,LEFT,2761.387489
1179202,plaque,LEFT,2532.004702
1179202,plaque,LEFT,3503.185396
1179202,plaque,LEFT,775.8526779
1179202,plaque,LEFT,329.6289381
1179202,plaque,LEFT,1115.456064
1179202,plaque,LEFT,2355.386153
1179202,plaque,LEFT,1457.184184
1179202,plaque,LEFT,2055.621537
1179202,plaque,LEFT,2719.335454
1179202,plaque,LEFT,1659.86024
1179202,plaque,LEFT,614.608943
1179202,plaque,LEFT,1195.251645
1179202,plaque,LEFT,1221.987887
1179202,plaque,LEFT,714.7075427
1179202,plaque,LEFT,421.7302734
1179202,plaque,LEFT,2261.248613
1179202,plaque,LEFT,846.6181383
1179202,plaque,LEFT,1811.365609
1179202,plaque,LEFT,1484.62867
1179202,plaque,LEFT,1132.60149
1179202,plaque,LEFT,1377.270561
1179202,plaque,LEFT,1230.958988
1179202,cell,RIGHT,94.07851877
1179202,cell,RIGHT,137.2814521
1179202,cell,RIGHT,65.63068562
1179202,cell,RIGHT,198.0724649
1179202,cell,RIGHT,156.6401435
1179202,cell,RIGHT,127.395535
1179202,cell,RIGHT,81.44815301
1179202,cell,RIGHT,97.29513061
1179202,cell,RIGHT,98.80015083
1179202,cell,RIGHT,1.180408015
1179202,cell,RIGHT,0.531183607
1179202,cell,RIGHT,74.69031713
1179202,cell,RIGHT,93.51782496
1179202,cell,RIGHT,84.13358125
1179202,cell,RIGHT,131.822065
1179202,cell,RIGHT,148.5248384
1179202,cell,RIGHT,110.7812922
1179202,cell,RIGHT,146.9312876
1179202,cell,RIGHT,0.560693807
1179202,cell,RIGHT,0.82628561
1179202,cell,RIGHT,134.8616157
1179202,cell,RIGHT,95.61304919
1179202,cell,RIGHT,129.0481062
1179202,cell,RIGHT,148.3772874
1179202,cell,RIGHT,96.3803144
1179202,cell,RIGHT,135.2157381
1179202,cell,RIGHT,213.9784629
1179202,cell,RIGHT,164.9325099
1179202,cell,RIGHT,124.3559843
1179202,cell,RIGHT,85.57958107
1179202,cell,RIGHT,99.89202824
1179202,cell,RIGHT,77.31672496
1179202,cell,RIGHT,155.9023885
1179202,cell,RIGHT,97.47219181
1179202,cell,RIGHT,136.6322277
1179202,cell,RIGHT,141.4423904
1179202,cell,RIGHT,201.4071175
1179202,cell,RIGHT,123.8248007
1179202,cell,RIGHT,93.01615156
1179202,cell,RIGHT,77.78888817
1179202,cell,RIGHT,147.6100222
1179202,cell,RIGHT,123.7952905
1179202,cell,RIGHT,159.2960616
1179202,cell,RIGHT,126.952882
1179202,cell,RIGHT,155.3416947
1179202,cell,RIGHT,62.44358398
1179202,cell,RIGHT,59.55158434
1179202,cell,RIGHT,215.6310341
1179202,cell,RIGHT,67.16521604
1179202,cell,RIGHT,170.4214071
1179202,cell,RIGHT,167.9130401
1179202,cell,RIGHT,225.487441
1179202,cell,RIGHT,163.0733672
1179202,cell,RIGHT,78.34958198
1179202,cell,RIGHT,143.6851656
1179202,cell,RIGHT,151.5938993
1179202,cell,RIGHT,63.44693079
1179202,cell,RIGHT,141.826023
1179202,cell,RIGHT,229.0286651
1179202,cell,RIGHT,51.43627924
1179202,cell,RIGHT,119.1031687
1179202,cell,RIGHT,109.866476
1179202,cell,RIGHT,37.74354627
1179202,cell,RIGHT,217.2245849
1179202,cell,RIGHT,143.0654514
1179202,cell,RIGHT,214.2145445
1179202,cell,RIGHT,142.9179004
1179202,cell,RIGHT,196.774016
1179202,cell,RIGHT,77.43476576
1179202,cell,RIGHT,80.6218674
1179202,cell,RIGHT,93.90145757
1179202,cell,RIGHT,167.4703871
1179202,cell,RIGHT,119.9294543
1179202,cell,RIGHT,145.2492062
1179202,cell,RIGHT,149.0560221
1179202,cell,RIGHT,147.0493284
1179202,cell,RIGHT,148.465818
1179202,cell,RIGHT,146.7837366
1179202,cell,RIGHT,152.9218583
1179202,cell,RIGHT,154.3678581
1179202,cell,RIGHT,155.6663069
1179202,cell,RIGHT,155.5482661
1179202,cell,RIGHT,151.3873279
